"","county","ideal","intend","ideal2","intend2","npop"
"1506",431028,2.06274525026084,2.17057574486368,0.962499432992685,0.893290735680872,104726
"1507",431081,2.13456955823015,1.92861211233365,0.96648050731802,0.779251106090207,91956
"1508",431102,1.99635150367799,1.97752865235744,0.94387034536195,0.863038584508829,148929
"1509",431103,2.01053874150411,1.87200258035686,0.951279800274062,0.782727067403308,139827
"1510",431121,2.1130964171949,1.98926860539692,0.962019476801218,0.84154553489777,222135
"1511",431122,2.02165360269462,1.90849552319785,0.964714560415024,0.82361237753428,145183
"1512",431123,2.19431199006336,2.21253722537395,0.952240741441131,0.859735618874348,45242
"1513",431124,2.19772439376402,2.36920717041087,0.973456201562482,0.935894125207249,150771
"1514",431126,2.16540489731305,2.14811595160023,0.974502850138618,0.908143692764979,183132
"1515",431127,2.11062361049478,2.06465069684186,0.965175632094994,0.892287522020287,83992
"1516",431128,2.20955307480871,2.17397291602721,0.973494258480513,0.868465799418725,84117
"1517",431129,2.04235562156176,2.08492943671764,0.965676420386367,0.869411876812046,103788
"1518",431202,2.01585973151337,1.69718216323193,0.923074142630425,0.642568607522798,175422
"1519",431221,2.05261016469439,1.96571797664351,0.964604675240912,0.811248109011761,62773
"1520",431222,1.96132577950496,1.77697147991722,0.934886659277686,0.724709098750102,154181
"1521",431223,2.13633557204842,1.90236543927755,0.95959286621824,0.822349234309275,120493
"1522",431224,2.30895715820554,2.07364969332632,0.970166127884013,0.869273867555111,189583
"1523",431225,2.11980273373445,1.87483473865681,0.952998726985727,0.788051655531355,86186
"1524",431226,2.00756789089447,2.0612531295369,0.954472023368208,0.872633888790984,91627
"1525",431228,2.07191564272016,1.91886261071035,0.953179303578775,0.763652119223799,89787
"1526",431229,2.19177904587022,2.00043118359519,0.955752391884903,0.865162946581613,68604
"1527",431230,2.22195839925144,2.14282514761718,0.961402732989876,0.872829368369504,54442
"1528",431281,2.07996224733283,1.80621349727274,0.937438863727579,0.747545012844828,130073
"1529",431302,2.07019792974457,1.95040356235277,0.954600920848794,0.750427564165608,152758
"1530",431321,2.16817201091838,2.1027581968299,0.975668912361046,0.897537783726622,233767
"1531",431322,2.33278531108113,2.33807113637039,0.976229918289963,0.932409550611529,297352
"1532",431381,2.23996510750645,2.12375049366489,0.967974403828384,0.861350541982062,92117
"1533",431382,2.1970916974005,2.20198134046268,0.969254465369178,0.928931188598638,262647
"1534",433101,2.09717401018726,1.89910132947036,0.940054573292607,0.806643368463675,91595
"1535",433122,2.34943815172062,2.2474929088157,0.965717992071127,0.915097937134191,74507
"1536",433123,2.20311847869588,2.1662283540611,0.974624602142005,0.923882826912973,92277
"1537",433124,2.31468566922776,2.23202539568225,0.969544506704457,0.91116510810572,78464
"1538",433125,2.19898037643516,2.01277609303531,0.973432342145282,0.861813360597145,74361
"1539",433126,2.28414575116842,2.23839299682592,0.966530307824487,0.921443729323439,35308
"1540",433127,2.19080105259502,2.17933743570689,0.963085175092339,0.896298289068812,110131
"1541",433130,2.52727840580018,2.29965527499945,0.968511125440117,0.900143207353785,136349
"1542",440103,1.90359710138053,1.5208300915673,0.863807882382363,0.555287245352412,263593
"1543",440104,1.88600871854745,1.67897567900794,0.851262842434591,0.621295026850913,345597
"1544",440105,1.95279769231618,1.65893921977335,0.864881898059233,0.62823913019176,487664
"1545",440106,1.94472240012956,1.81697912642075,0.867842901741394,0.731308827759237,501838
"1546",440111,2.03889588318707,1.8992141709781,0.922221092307819,0.797092868627323,753689
"1547",440112,1.95826883613682,1.81300345462302,0.921528559940065,0.733875286965503,147353
"1548",440113,1.97695058090554,1.74696836996793,0.910281657061686,0.732270617155115,617992
"1549",440114,2.07097727440028,2.01549704980233,0.953927904697498,0.856613459547385,314912
"1550",440115,2.0942558710709,1.99815274530291,0.941934313455413,0.865584434336004,80648
"1551",440183,2.06786583856078,2.01334495916991,0.951618107437368,0.853473395635396,331309
"1552",440203,2.08581594680705,1.77636701491118,0.954547157217086,0.694277492085261,91468
"1553",440204,2.02769891852489,1.59300314284167,0.94254605594119,0.584759084072262,109416
"1554",440205,2.10372474851719,1.95986508774128,0.97061099349076,0.817523514575221,84691
"1555",440222,2.24887474894488,1.99850802387889,0.983815554504157,0.859211504466782,56661
"1556",440232,2.14226097929143,2.03326544630196,0.97455494982818,0.828287257438107,48080
"1557",440233,2.54135097596723,2.37969597782183,0.982994848421224,0.922420655785885,55172
"1558",440281,2.20092663260221,2.19511908393637,0.979614472302289,0.895060708935685,98873
"1559",440282,2.20141973068932,2.00983296827616,0.987157838915226,0.841834192532097,77111
"1560",440303,1.99628166654989,1.84632044218125,0.927402928142945,0.784916017385988,356355
"1561",440304,2.03087284786511,1.68670215105483,0.946089055797073,0.671881175149382,486643
"1562",440305,1.96121759905854,1.76358984125965,0.9138182489175,0.742546277824426,399287
"1563",440306,2.01568635793501,1.93175951569517,0.928115325998327,0.829620756683431,1745237
"1564",440307,2.05376464957694,1.93388178363883,0.94686734171389,0.807895702539199,861920
"1565",440308,2.00129782583267,1.86239844975173,0.939477584534033,0.794716943336641,76915
"1566",440402,2.0045669606104,1.73384277523675,0.927442995857948,0.685682561322973,312656
"1567",440403,1.95234130343526,1.66664582421085,0.930768792520633,0.665064770121196,131497
"1568",440404,1.82167909091839,1.67615629192986,0.868476306154507,0.682445384095429,85860
"1569",440507,2.05046471076143,1.94932509191689,0.940229294211748,0.827317101735299,168234
"1570",440511,1.95988307397161,1.8022497605893,0.899255948201525,0.727023445989995,232966
"1571",440512,2.57258124605225,2.58022925354944,0.976554483657923,0.961097636085311,79003
"1572",440513,2.61657028707941,2.5853831461052,0.975277171516591,0.943565783647666,456961
"1573",440514,2.61864488376786,2.8154066637079,0.972013081452922,0.951885119053873,360139
"1574",440515,2.12888239381123,2.14566096586623,0.964594358128065,0.92651156556164,229057
"1575",440604,2.03139815060763,2.00717486356396,0.923696355910598,0.808683783457477,371241
"1576",440605,2.10275024199798,1.94984360321935,0.946219693690267,0.805609639334134,849194
"1577",440606,2.11427590559049,1.97496248060824,0.95886533710456,0.816518723685832,807179
"1578",440607,1.99568764309321,1.93169795537478,0.946890456367221,0.806055829892782,187051
"1579",440608,2.02093061356598,1.96326814358398,0.943700369719461,0.816253263655033,130660
"1580",440703,1.99480262444044,1.68589417677938,0.933126168284492,0.658973413436223,226012
"1581",440704,1.99107799941561,1.86830307883581,0.931932899765626,0.780069835334726,82402
"1582",440705,2.01927444083551,1.84656987569763,0.956434052303923,0.783013404557227,243419
"1583",440781,1.95034524501942,1.89650951744926,0.921756416738121,0.801738920045579,268229
"1584",440783,2.01218607328204,1.99941601149128,0.953730004712178,0.835686454941272,201050
"1585",440784,2.08124850888139,1.78234683410317,0.944686321050373,0.70648291822955,150863
"1586",440785,2.14959990919077,1.95462228719972,0.963554368703726,0.849532350215389,142554
"1587",440803,2.1941722314992,1.83643771536357,0.96013363251858,0.729566281787505,144573
"1588",440804,2.61405099306256,2.49208374417018,0.983807183669834,0.955697363450914,94812
"1589",440823,2.5003107172908,2.4878859023015,0.986503337601144,0.9547564041788,235549
"1590",440825,2.64887522538378,2.49508870708456,0.987394456432346,0.943732812178236,193820
"1591",440881,2.64053490251562,2.63807357360713,0.985014665451959,0.95312904352935,366626
"1592",440882,2.85016991486465,2.7746333239774,0.990912749869107,0.946359717536671,376892
"1593",440883,2.6179732326725,2.6996086797556,0.987353836272982,0.970531941709152,248590
"1594",440902,2.23968946587526,2.10770117965644,0.968042317247916,0.880415697399142,235171
"1595",440981,2.58684694628099,2.46378558889,0.973033288989364,0.952534325344036,327538
"1596",440982,2.35270791101048,2.3068856309736,0.963054292934242,0.919514243300236,289377
"1597",440983,2.83189343131671,2.87448289519046,0.980747396782172,0.97661864869272,228163
"1598",441202,2.02242879381006,1.75901837605238,0.933590304397008,0.694844253534505,153858
"1599",441203,2.17751829653982,2.03910118320506,0.971515727332038,0.867687036852631,48391
"1600",441223,2.21148847630655,2.15789748901099,0.981157340265727,0.915490760211989,106232
"1601",441224,2.53363879566351,2.58215834694602,0.989668140444548,0.955234651433508,209944
"1602",441225,2.53705518275657,2.82707886749168,0.987346671510451,0.956096846917476,96823
"1603",441226,2.65870318107254,2.40718373160729,0.983075477415948,0.937868992184916,86061
"1604",441283,2.27302835878441,2.35114153955019,0.980390818398737,0.952274604732502,210703
"1605",441284,2.32169316673666,2.27955910171719,0.972311301266439,0.90708995486916,155676
"1606",441302,2.08139232206662,1.98804274873377,0.965343852260033,0.856152509259904,537667
"1607",441303,2.24921127027146,2.19110716888374,0.971432565054563,0.913333182290985,253112
"1608",441322,2.25462806724182,2.07962225433726,0.980485179580327,0.906708632003296,309224
"1609",441323,2.41105289408825,2.34851309676942,0.975483174731013,0.939183287031687,269444
"1610",441324,2.54732597207519,2.48010344624828,0.988384100708205,0.969501317091226,83999
"1611",441402,1.91077398084482,1.64761506093817,0.870151419128311,0.606737587884118,112319
"1612",441421,2.11161649424543,2.0648521338524,0.93131724388052,0.848097268830136,154721
"1613",441422,2.58355355125573,2.46198451848322,0.970100603171706,0.924666173242528,93080
"1614",441423,2.3664237092337,2.2467085774126,0.971944299708216,0.938577941805087,123879
"1615",441424,2.61063942090051,2.78604299342902,0.979844010188756,0.950388297865412,286293
"1616",441427,2.16439084223463,2.0470938417886,0.968838637729373,0.858886523811362,57121
"1617",441481,2.67309880482644,2.647677909049,0.969847023939022,0.945352270788585,275370
"1618",441521,2.5001837839513,2.54547156613271,0.975735614921452,0.947546988819369,239318
"1619",441523,3.08298482708028,3.46174611275295,0.984229350086668,0.968304918871882,80324
"1620",441581,2.76099563569423,2.97029111065387,0.987288179357209,0.975862448882495,368574
"1621",441602,2.10561068269591,1.91772028726973,0.954971595969691,0.798715613353451,151506
"1622",441621,2.53832233778606,2.51463620015153,0.989100224756587,0.954697405992453,169039
"1623",441622,2.26495850896479,2.35381057933759,0.988295090127272,0.947223805243964,181692
"1624",441623,2.33434912942997,2.39992367638589,0.984677791148481,0.944061327011873,92346
"1625",441624,2.42681183685154,2.43799225559788,0.986705413289017,0.946486960867323,94477
"1626",441625,2.15728127949487,2.25445547776881,0.980054924624692,0.942695060356676,119692
"1627",441702,2.00603390626563,1.74738912069038,0.943054119982322,0.710498976335595,204599
"1628",441721,2.3645298258695,2.25196001434479,0.977737123544972,0.931174998912368,126922
"1629",441723,2.3632982703327,2.07488429271578,0.9735248401637,0.904616450591047,123475
"1630",441781,2.3980692519205,2.17550267606978,0.979743257661857,0.910695390227825,222123
"1631",441802,2.08925377052012,2.01010920595953,0.960276330979312,0.870560783593419,245516
"1632",441823,2.3298424157256,2.38519050368346,0.977315143793283,0.931740187756126,92217
"1633",441826,2.28633292934388,2.22821290405129,0.98253974815197,0.932429897170506,33058
"1634",441827,2.18283426021365,1.99879539085868,0.97153402605493,0.87592769597715,205268
"1635",441881,2.40512561783607,2.32460449404541,0.968337632413295,0.926430414260775,261704
"1636",441882,2.15628575867792,2.01263565574544,0.968257327389681,0.854176963241887,91871
"1637",445102,2.03396999711434,1.94992689505951,0.933377794557159,0.851614453756779,140321
"1638",445121,2.24805221179555,2.17374791056225,0.976560461207031,0.951203243651009,369138
"1639",445122,2.48983083480379,2.53844269655946,0.98195352599367,0.964573232579372,235334
"1640",445202,2.23896402095805,2.05146735329533,0.964442017002067,0.857720127358851,222706
"1641",445221,2.46649289214868,2.40460569993792,0.981543670478586,0.953064562334648,317036
"1642",445222,2.37804246988919,2.55492612997003,0.981959639395843,0.936831829540649,218530
"1643",445224,2.81480802029148,2.73756214157442,0.991618553271848,0.95238623262689,285068
"1644",445281,2.6972318379706,2.80142315944125,0.985961131625223,0.974373671215626,579381
"1645",445302,2.36765333514669,2.27565856628625,0.971023074578128,0.912541648613227,93274
"1646",445321,2.15082247330658,2.07249431871917,0.967435501369176,0.89372167525141,119050
"1647",445322,2.49179913495804,2.3710080803002,0.986360751870203,0.960173212486731,98678
"1648",445323,2.50894523386793,2.44693387155844,0.983620867238756,0.964078081678964,73472
"1649",450102,2.10955144134949,1.81601461116596,0.944574249540858,0.751171541520765,119431
"1650",450103,2.04728479567253,1.81472513750683,0.925646974965451,0.737471174324001,229133
"1651",450105,2.10923986722878,1.71081566069225,0.936101185507185,0.70150727538887,170730
"1652",450107,2.10189756289278,1.87239887569169,0.942493750363993,0.780901632851059,393735
"1653",450108,2.56039608345233,2.25938753923115,0.970538997550632,0.894730040496027,98552
"1654",450109,2.54665818446452,2.46471103912524,0.974538015859926,0.914824106530987,67254
"1655",450122,2.1646790003519,1.9501591770073,0.975338093015224,0.804073459933321,139529
"1656",450123,2.2472237370689,2.17335589518867,0.981905189386774,0.925961154953027,70385
"1657",450124,2.37859906737381,2.43364823315303,0.9839461011958,0.930487297509534,95922
"1658",450125,2.56540977050296,2.42374757065901,0.983126599844516,0.935208823855062,83704
"1659",450126,2.19783665341247,2.24046230955732,0.979317084945259,0.933014954767665,194395
"1660",450127,2.3099767363359,2.25820514196539,0.978526862285598,0.930365667857478,209523
"1661",450202,2.03246755855844,1.58610468998508,0.88312863838788,0.575869804482848,49543
"1662",450203,1.96048626385881,1.64935435676859,0.907778348580815,0.648997829779373,109109
"1663",450204,1.89609232010962,1.63819350256075,0.899601046954607,0.614973664830908,143706
"1664",450205,1.93568423433627,1.62157922394425,0.908161222554611,0.614098028356706,125895
"1665",450221,2.02495634844048,1.99432146033676,0.957245446916412,0.877114679901517,158113
